Character,Chosen Tone,Review Status,Possible Source Tones,Readings,Pingshui Rhyme Group,Rhyme Group Source,Source Row Count,Notes,Chosen Ping-Ze,Source Ping-Ze,Preliminary Source
䖒,平,"=IF(B32="""",""Needs decision"",""Ready"")",平,xje (A),,,1,,"=IF(B32="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B32)),OR(ISNUMBER(SEARCH(""上"",B32)),ISNUMBER(SEARCH(""去"",B32)),ISNUMBER(SEARCH(""入"",B32)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B32)),""平"",""仄"")))","=IF(D32="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D32)),OR(ISNUMBER(SEARCH(""上"",D32)),ISNUMBER(SEARCH(""去"",D32)),ISNUMBER(SEARCH(""入"",D32)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D32)),""平"",""仄"")))",
䖟,平,"=IF(B33="""",""Needs decision"",""Ready"")",平,maeng (A),,,1,,"=IF(B33="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B33)),OR(ISNUMBER(SEARCH(""上"",B33)),ISNUMBER(SEARCH(""去"",B33)),ISNUMBER(SEARCH(""入"",B33)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B33)),""平"",""仄"")))","=IF(D33="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D33)),OR(ISNUMBER(SEARCH(""上"",D33)),ISNUMBER(SEARCH(""去"",D33)),ISNUMBER(SEARCH(""入"",D33)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D33)),""平"",""仄"")))",
䘒,平,"=IF(B34="""",""Needs decision"",""Ready"")",平,tswoj (A),,,1,,"=IF(B34="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B34)),OR(ISNUMBER(SEARCH(""上"",B34)),ISNUMBER(SEARCH(""去"",B34)),ISNUMBER(SEARCH(""入"",B34)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B34)),""平"",""仄"")))","=IF(D34="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D34)),OR(ISNUMBER(SEARCH(""上"",D34)),ISNUMBER(SEARCH(""去"",D34)),ISNUMBER(SEARCH(""入"",D34)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D34)),""平"",""仄"")))",
䘳,平,"=IF(B35="""",""Needs decision"",""Ready"")",平,kim (A),,,1,,"=IF(B35="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B35)),OR(ISNUMBER(SEARCH(""上"",B35)),ISNUMBER(SEARCH(""去"",B35)),ISNUMBER(SEARCH(""入"",B35)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B35)),""平"",""仄"")))","=IF(D35="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D35)),OR(ISNUMBER(SEARCH(""上"",D35)),ISNUMBER(SEARCH(""去"",D35)),ISNUMBER(SEARCH(""入"",D35)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D35)),""平"",""仄"")))",
䜌,平,"=IF(B36="""",""Needs decision"",""Ready"")",平,lwan (A),,,1,,"=IF(B36="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B36)),OR(ISNUMBER(SEARCH(""上"",B36)),ISNUMBER(SEARCH(""去"",B36)),ISNUMBER(SEARCH(""入"",B36)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B36)),""平"",""仄"")))","=IF(D36="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D36)),OR(ISNUMBER(SEARCH(""上"",D36)),ISNUMBER(SEARCH(""去"",D36)),ISNUMBER(SEARCH(""入"",D36)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D36)),""平"",""仄"")))",
䞓,平,"=IF(B37="""",""Needs decision"",""Ready"")",平,trhjeng (A),,,1,,"=IF(B37="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B37)),OR(ISNUMBER(SEARCH(""上"",B37)),ISNUMBER(SEARCH(""去"",B37)),ISNUMBER(SEARCH(""入"",B37)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B37)),""平"",""仄"")))","=IF(D37="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D37)),OR(ISNUMBER(SEARCH(""上"",D37)),ISNUMBER(SEARCH(""去"",D37)),ISNUMBER(SEARCH(""入"",D37)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D37)),""平"",""仄"")))",
䟏,入,"=IF(B38="""",""Needs decision"",""Ready"")",入,lek (D); syak (D),,,2,,"=IF(B38="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B38)),OR(ISNUMBER(SEARCH(""上"",B38)),ISNUMBER(SEARCH(""去"",B38)),ISNUMBER(SEARCH(""入"",B38)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B38)),""平"",""仄"")))","=IF(D38="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D38)),OR(ISNUMBER(SEARCH(""上"",D38)),ISNUMBER(SEARCH(""去"",D38)),ISNUMBER(SEARCH(""入"",D38)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D38)),""平"",""仄"")))",
䡅,平,"=IF(B39="""",""Needs decision"",""Ready"")",平,trhwin (A),,,1,,"=IF(B39="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B39)),OR(ISNUMBER(SEARCH(""上"",B39)),ISNUMBER(SEARCH(""去"",B39)),ISNUMBER(SEARCH(""入"",B39)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B39)),""平"",""仄"")))","=IF(D39="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D39)),OR(ISNUMBER(SEARCH(""上"",D39)),ISNUMBER(SEARCH(""去"",D39)),ISNUMBER(SEARCH(""入"",D39)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D39)),""平"",""仄"")))",
䪡,平,"=IF(B40="""",""Needs decision"",""Ready"")",平,tsej (A),,,1,,"=IF(B40="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B40)),OR(ISNUMBER(SEARCH(""上"",B40)),ISNUMBER(SEARCH(""去"",B40)),ISNUMBER(SEARCH(""入"",B40)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B40)),""平"",""仄"")))","=IF(D40="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D40)),OR(ISNUMBER(SEARCH(""上"",D40)),ISNUMBER(SEARCH(""去"",D40)),ISNUMBER(SEARCH(""入"",D40)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D40)),""平"",""仄"")))",
䭕,上,"=IF(B41="""",""Needs decision"",""Ready"")",上,tsjemX (B),,,1,,"=IF(B41="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B41)),OR(ISNUMBER(SEARCH(""上"",B41)),ISNUMBER(SEARCH(""去"",B41)),ISNUMBER(SEARCH(""入"",B41)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B41)),""平"",""仄"")))","=IF(D41="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D41)),OR(ISNUMBER(SEARCH(""上"",D41)),ISNUMBER(SEARCH(""去"",D41)),ISNUMBER(SEARCH(""入"",D41)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D41)),""平"",""仄"")))",
䭫,上,"=IF(B42="""",""Needs decision"",""Ready"")",上,khejX (B),,,1,,"=IF(B42="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B42)),OR(ISNUMBER(SEARCH(""上"",B42)),ISNUMBER(SEARCH(""去"",B42)),ISNUMBER(SEARCH(""入"",B42)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B42)),""平"",""仄"")))","=IF(D42="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D42)),OR(ISNUMBER(SEARCH(""上"",D42)),ISNUMBER(SEARCH(""去"",D42)),ISNUMBER(SEARCH(""入"",D42)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D42)),""平"",""仄"")))",
䰜,入,"=IF(B43="""",""Needs decision"",""Ready"")",入,lek (D),,,1,,"=IF(B43="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B43)),OR(ISNUMBER(SEARCH(""上"",B43)),ISNUMBER(SEARCH(""去"",B43)),ISNUMBER(SEARCH(""入"",B43)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B43)),""平"",""仄"")))","=IF(D43="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D43)),OR(ISNUMBER(SEARCH(""上"",D43)),ISNUMBER(SEARCH(""去"",D43)),ISNUMBER(SEARCH(""入"",D43)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D43)),""平"",""仄"")))",
䰞,上,"=IF(B44="""",""Needs decision"",""Ready"")",上,tsyoX (B),,,1,,"=IF(B44="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B44)),OR(ISNUMBER(SEARCH(""上"",B44)),ISNUMBER(SEARCH(""去"",B44)),ISNUMBER(SEARCH(""入"",B44)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B44)),""平"",""仄"")))","=IF(D44="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D44)),OR(ISNUMBER(SEARCH(""上"",D44)),ISNUMBER(SEARCH(""去"",D44)),ISNUMBER(SEARCH(""入"",D44)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D44)),""平"",""仄"")))",
䱷,平,"=IF(B45="""",""Needs decision"",""Ready"")",平,ngjo (A),,,1,,"=IF(B45="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B45)),OR(ISNUMBER(SEARCH(""上"",B45)),ISNUMBER(SEARCH(""去"",B45)),ISNUMBER(SEARCH(""入"",B45)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B45)),""平"",""仄"")))","=IF(D45="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D45)),OR(ISNUMBER(SEARCH(""上"",D45)),ISNUMBER(SEARCH(""去"",D45)),ISNUMBER(SEARCH(""入"",D45)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D45)),""平"",""仄"")))",
䵑,入,"=IF(B46="""",""Needs decision"",""Ready"")",入,nrit (D),,,1,,"=IF(B46="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B46)),OR(ISNUMBER(SEARCH(""上"",B46)),ISNUMBER(SEARCH(""去"",B46)),ISNUMBER(SEARCH(""入"",B46)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B46)),""平"",""仄"")))","=IF(D46="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D46)),OR(ISNUMBER(SEARCH(""上"",D46)),ISNUMBER(SEARCH(""去"",D46)),ISNUMBER(SEARCH(""入"",D46)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D46)),""平"",""仄"")))",
䵒,入,"=IF(B47="""",""Needs decision"",""Ready"")",入,nrit (D),,,1,,"=IF(B47="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B47)),OR(ISNUMBER(SEARCH(""上"",B47)),ISNUMBER(SEARCH(""去"",B47)),ISNUMBER(SEARCH(""入"",B47)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B47)),""平"",""仄"")))","=IF(D47="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D47)),OR(ISNUMBER(SEARCH(""上"",D47)),ISNUMBER(SEARCH(""去"",D47)),ISNUMBER(SEARCH(""入"",D47)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D47)),""平"",""仄"")))",
一,入,"=IF(B48="""",""Needs decision"",""Ready"")",入,'jit (D),入聲四質,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B48="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B48)),OR(ISNUMBER(SEARCH(""上"",B48)),ISNUMBER(SEARCH(""去"",B48)),ISNUMBER(SEARCH(""入"",B48)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B48)),""平"",""仄"")))","=IF(D48="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D48)),OR(ISNUMBER(SEARCH(""上"",D48)),ISNUMBER(SEARCH(""去"",D48)),ISNUMBER(SEARCH(""入"",D48)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D48)),""平"",""仄"")))",
丁,平,"=IF(B49="""",""Needs decision"",""Ready"")",平,teng (A); treang (A),下平聲八庚,"Pingshui main list, Wikisource-derived DOCX",2,,"=IF(B49="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B49)),OR(ISNUMBER(SEARCH(""上"",B49)),ISNUMBER(SEARCH(""去"",B49)),ISNUMBER(SEARCH(""入"",B49)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B49)),""平"",""仄"")))","=IF(D49="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D49)),OR(ISNUMBER(SEARCH(""上"",D49)),ISNUMBER(SEARCH(""去"",D49)),ISNUMBER(SEARCH(""入"",D49)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D49)),""平"",""仄"")))",
丂,上,"=IF(B50="""",""Needs decision"",""Ready"")",上,khawX (B),,,1,,"=IF(B50="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B50)),OR(ISNUMBER(SEARCH(""上"",B50)),ISNUMBER(SEARCH(""去"",B50)),ISNUMBER(SEARCH(""入"",B50)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B50)),""平"",""仄"")))","=IF(D50="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D50)),OR(ISNUMBER(SEARCH(""上"",D50)),ISNUMBER(SEARCH(""去"",D50)),ISNUMBER(SEARCH(""入"",D50)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D50)),""平"",""仄"")))",
七,入,"=IF(B51="""",""Needs decision"",""Ready"")",入,tshit (D),入聲四質,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B51="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B51)),OR(ISNUMBER(SEARCH(""上"",B51)),ISNUMBER(SEARCH(""去"",B51)),ISNUMBER(SEARCH(""入"",B51)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B51)),""平"",""仄"")))","=IF(D51="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D51)),OR(ISNUMBER(SEARCH(""上"",D51)),ISNUMBER(SEARCH(""去"",D51)),ISNUMBER(SEARCH(""入"",D51)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D51)),""平"",""仄"")))",
丈,上,"=IF(B52="""",""Needs decision"",""Ready"")",上,drjangX (B),上聲二十二養,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B52="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B52)),OR(ISNUMBER(SEARCH(""上"",B52)),ISNUMBER(SEARCH(""去"",B52)),ISNUMBER(SEARCH(""入"",B52)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B52)),""平"",""仄"")))","=IF(D52="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D52)),OR(ISNUMBER(SEARCH(""上"",D52)),ISNUMBER(SEARCH(""去"",D52)),ISNUMBER(SEARCH(""入"",D52)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D52)),""平"",""仄"")))",
三,平,"=IF(B53="""",""Needs decision"",""Ready"")",平/去,sam (A); samH (C),下平聲十三覃; 去聲二十八勘,"Pingshui main list, Wikisource-derived DOCX",2,,"=IF(B53="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B53)),OR(ISNUMBER(SEARCH(""上"",B53)),ISNUMBER(SEARCH(""去"",B53)),ISNUMBER(SEARCH(""入"",B53)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B53)),""平"",""仄"")))","=IF(D53="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D53)),OR(ISNUMBER(SEARCH(""上"",D53)),ISNUMBER(SEARCH(""去"",D53)),ISNUMBER(SEARCH(""入"",D53)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D53)),""平"",""仄"")))",
上,上,"=IF(B54="""",""Needs decision"",""Ready"")",上/去,dzyangX (B); dzyangH (C),上聲二十二養; 去聲二十三漾,"Pingshui main list, Wikisource-derived DOCX",2,,"=IF(B54="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B54)),OR(ISNUMBER(SEARCH(""上"",B54)),ISNUMBER(SEARCH(""去"",B54)),ISNUMBER(SEARCH(""入"",B54)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B54)),""平"",""仄"")))","=IF(D54="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D54)),OR(ISNUMBER(SEARCH(""上"",D54)),ISNUMBER(SEARCH(""去"",D54)),ISNUMBER(SEARCH(""入"",D54)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D54)),""平"",""仄"")))",
下,去,"=IF(B55="""",""Needs decision"",""Ready"")",上/去,haeX (B); haeH (C),上聲二十一馬; 去聲二十二禡,"Pingshui main list, Wikisource-derived DOCX",2,,"=IF(B55="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B55)),OR(ISNUMBER(SEARCH(""上"",B55)),ISNUMBER(SEARCH(""去"",B55)),ISNUMBER(SEARCH(""入"",B55)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B55)),""平"",""仄"")))","=IF(D55="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D55)),OR(ISNUMBER(SEARCH(""上"",D55)),ISNUMBER(SEARCH(""去"",D55)),ISNUMBER(SEARCH(""入"",D55)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D55)),""平"",""仄"")))",
丌,平,"=IF(B56="""",""Needs decision"",""Ready"")",平,gi (A),,,1,,"=IF(B56="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B56)),OR(ISNUMBER(SEARCH(""上"",B56)),ISNUMBER(SEARCH(""去"",B56)),ISNUMBER(SEARCH(""入"",B56)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B56)),""平"",""仄"")))","=IF(D56="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D56)),OR(ISNUMBER(SEARCH(""上"",D56)),ISNUMBER(SEARCH(""去"",D56)),ISNUMBER(SEARCH(""入"",D56)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D56)),""平"",""仄"")))",
不,平/上,"=IF(B57="""",""Needs decision"",""Ready"")",平/上,pjuw (A),下平聲十一尤; 入聲五物,"Pingshui main list, Wikisource-derived DOCX",1,User correction 2026-09-08,"=IF(B57="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B57)),OR(ISNUMBER(SEARCH(""上"",B57)),ISNUMBER(SEARCH(""去"",B57)),ISNUMBER(SEARCH(""入"",B57)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B57)),""平"",""仄"")))","=IF(D57="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D57)),OR(ISNUMBER(SEARCH(""上"",D57)),ISNUMBER(SEARCH(""去"",D57)),ISNUMBER(SEARCH(""入"",D57)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D57)),""平"",""仄"")))",
与,上,"=IF(B58="""",""Needs decision"",""Ready"")",上,yoX (B),,,1,,"=IF(B58="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B58)),OR(ISNUMBER(SEARCH(""上"",B58)),ISNUMBER(SEARCH(""去"",B58)),ISNUMBER(SEARCH(""入"",B58)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B58)),""平"",""仄"")))","=IF(D58="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D58)),OR(ISNUMBER(SEARCH(""上"",D58)),ISNUMBER(SEARCH(""去"",D58)),ISNUMBER(SEARCH(""入"",D58)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D58)),""平"",""仄"")))",
丑,上,"=IF(B59="""",""Needs decision"",""Ready"")",上,trhjuwX (B),上聲二十五有,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B59="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B59)),OR(ISNUMBER(SEARCH(""上"",B59)),ISNUMBER(SEARCH(""去"",B59)),ISNUMBER(SEARCH(""入"",B59)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B59)),""平"",""仄"")))","=IF(D59="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D59)),OR(ISNUMBER(SEARCH(""上"",D59)),ISNUMBER(SEARCH(""去"",D59)),ISNUMBER(SEARCH(""入"",D59)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D59)),""平"",""仄"")))",
且,上,"=IF(B60="""",""Needs decision"",""Ready"")",平/上,tsjo (A); tshjaeX (B),上平聲六魚; 上聲二十一馬,"Pingshui main list, Wikisource-derived DOCX",2,,"=IF(B60="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B60)),OR(ISNUMBER(SEARCH(""上"",B60)),ISNUMBER(SEARCH(""去"",B60)),ISNUMBER(SEARCH(""入"",B60)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B60)),""平"",""仄"")))","=IF(D60="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D60)),OR(ISNUMBER(SEARCH(""上"",D60)),ISNUMBER(SEARCH(""去"",D60)),ISNUMBER(SEARCH(""入"",D60)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D60)),""平"",""仄"")))",
丕,平,"=IF(B61="""",""Needs decision"",""Ready"")",平,phij (A),上平聲四支,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B61="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B61)),OR(ISNUMBER(SEARCH(""上"",B61)),ISNUMBER(SEARCH(""去"",B61)),ISNUMBER(SEARCH(""入"",B61)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B61)),""平"",""仄"")))","=IF(D61="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D61)),OR(ISNUMBER(SEARCH(""上"",D61)),ISNUMBER(SEARCH(""去"",D61)),ISNUMBER(SEARCH(""入"",D61)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D61)),""平"",""仄"")))",
世,去,"=IF(B62="""",""Needs decision"",""Ready"")",去,syejH (C),去聲八霽,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B62="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B62)),OR(ISNUMBER(SEARCH(""上"",B62)),ISNUMBER(SEARCH(""去"",B62)),ISNUMBER(SEARCH(""入"",B62)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B62)),""平"",""仄"")))","=IF(D62="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D62)),OR(ISNUMBER(SEARCH(""上"",D62)),ISNUMBER(SEARCH(""去"",D62)),ISNUMBER(SEARCH(""入"",D62)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D62)),""平"",""仄"")))",
丘,平,"=IF(B63="""",""Needs decision"",""Ready"")",平,khjuw (A),下平聲十一尤,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B63="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B63)),OR(ISNUMBER(SEARCH(""上"",B63)),ISNUMBER(SEARCH(""去"",B63)),ISNUMBER(SEARCH(""入"",B63)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B63)),""平"",""仄"")))","=IF(D63="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D63)),OR(ISNUMBER(SEARCH(""上"",D63)),ISNUMBER(SEARCH(""去"",D63)),ISNUMBER(SEARCH(""入"",D63)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D63)),""平"",""仄"")))",
丙,上,"=IF(B64="""",""Needs decision"",""Ready"")",上,pjaengX (B),上聲二十三梗,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B64="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B64)),OR(ISNUMBER(SEARCH(""上"",B64)),ISNUMBER(SEARCH(""去"",B64)),ISNUMBER(SEARCH(""入"",B64)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B64)),""平"",""仄"")))","=IF(D64="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D64)),OR(ISNUMBER(SEARCH(""上"",D64)),ISNUMBER(SEARCH(""去"",D64)),ISNUMBER(SEARCH(""入"",D64)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D64)),""平"",""仄"")))",
丞,平,"=IF(B65="""",""Needs decision"",""Ready"")",平,dzying (A),下平聲十蒸,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B65="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B65)),OR(ISNUMBER(SEARCH(""上"",B65)),ISNUMBER(SEARCH(""去"",B65)),ISNUMBER(SEARCH(""入"",B65)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B65)),""平"",""仄"")))","=IF(D65="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D65)),OR(ISNUMBER(SEARCH(""上"",D65)),ISNUMBER(SEARCH(""去"",D65)),ISNUMBER(SEARCH(""入"",D65)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D65)),""平"",""仄"")))",
並,上,"=IF(B66="""",""Needs decision"",""Ready"")",上,bengX (B),下平聲八庚; 去聲二十四敬,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B66="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B66)),OR(ISNUMBER(SEARCH(""上"",B66)),ISNUMBER(SEARCH(""去"",B66)),ISNUMBER(SEARCH(""入"",B66)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B66)),""平"",""仄"")))","=IF(D66="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D66)),OR(ISNUMBER(SEARCH(""上"",D66)),ISNUMBER(SEARCH(""去"",D66)),ISNUMBER(SEARCH(""入"",D66)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D66)),""平"",""仄"")))",
丩,平,"=IF(B67="""",""Needs decision"",""Ready"")",平,kjiw (A),,,1,,"=IF(B67="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B67)),OR(ISNUMBER(SEARCH(""上"",B67)),ISNUMBER(SEARCH(""去"",B67)),ISNUMBER(SEARCH(""入"",B67)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B67)),""平"",""仄"")))","=IF(D67="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D67)),OR(ISNUMBER(SEARCH(""上"",D67)),ISNUMBER(SEARCH(""去"",D67)),ISNUMBER(SEARCH(""入"",D67)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D67)),""平"",""仄"")))",
个,去,"=IF(B68="""",""Needs decision"",""Ready"")",去,kaH (C),,,1,,"=IF(B68="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B68)),OR(ISNUMBER(SEARCH(""上"",B68)),ISNUMBER(SEARCH(""去"",B68)),ISNUMBER(SEARCH(""入"",B68)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B68)),""平"",""仄"")))","=IF(D68="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D68)),OR(ISNUMBER(SEARCH(""上"",D68)),ISNUMBER(SEARCH(""去"",D68)),ISNUMBER(SEARCH(""入"",D68)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D68)),""平"",""仄"")))",
